Upload Video,Text Transcription (Optional),Output Path (Optional),Audio Mode,Video with Burned-in Subtitles,timestamp
.gradio/flagged/Upload Video/3b621c75f98891d620c2/v14044g50000cvpoe77og65la9u8vm2g.mp4,,,false,.gradio/flagged/Video with Burned-in Subtitles/d85f5023f23d68f1a484/v14044g50000cvpoe77og65la9u8vm2g.mp4,2025-11-25 00:05:24.960386
